5023,1719.6278361237341,-3.2972614663955,2020-02-28 19:42:31.900698
5024,1710.9856151217732,-3.804501326094007,2020-02-28 19:42:31.900698
5025,1774.7915845170126,-4.7696196331009535,2020-02-28 19:42:31.900698
5026,1769.8424376983803,-2.059228199261788,2020-02-28 19:42:31.900698
0032,1743.569098888209,-4.357646439251402,2020-02-28 19:42:31.900698
5023,1799.6671055870288,-1.9335566773452944,2020-02-28 19:42:32.900789
5024,1735.7106335920648,-2.9380231303122075,2020-02-28 19:42:32.900789
5025,1799.0952590883785,-2.073499997610153,2020-02-28 19:42:32.900789
5026,1766.6324817533555,-1.843786686516848,2020-02-28 19:42:32.900789
0032,1726.0329588355007,-2.474348730786153,2020-02-28 19:42:32.900789
5023,1752.6800934430223,-3.441860123150379,2020-02-28 19:42:33.901838
5024,1735.2488938685776,-3.811878592874185,2020-02-28 19:42:33.901838
5025,1777.5337261714712,-3.023004974545509,2020-02-28 19:42:33.901838
5026,1766.7329383219528,-3.979887623059614,2020-02-28 19:42:33.901838
0032,1702.9743216883455,-5.176676497206645,2020-02-28 19:42:33.901838
5023,1787.9785727117505,-3.291440215224737,2020-02-28 19:42:34.903489
5024,1715.2550972906497,-2.020362392579018,2020-02-28 19:42:34.903489
5025,1771.9480122028476,-3.8689797473875043,2020-02-28 19:42:34.903489
5026,1738.3113730329017,-3.972294762685392,2020-02-28 19:42:34.903489
0032,1756.4592501264233,-2.753453442139013,2020-02-28 19:42:34.903489
5023,1720.3161176311783,-1.1793483564270923,2020-02-28 19:42:35.903513
5024,1773.9831545231698,-5.112057289336654,2020-02-28 19:42:35.903513
5025,1787.824624078821,-1.3654223946984976,2020-02-28 19:42:35.903513
5026,1700.5524767612753,-4.81751371100297,2020-02-28 19:42:35.903513
0032,1707.0315875724048,-3.5974407265355177,2020-02-28 19:42:35.903513
5023,1712.4300185541865,-2.501344263789585,2020-02-28 19:42:36.903982
5024,1746.1329676999019,-2.515558475431051,2020-02-28 19:42:36.903982
5025,1793.8757693132293,-4.917605531385717,2020-02-28 19:42:36.903982
5026,1712.8290044684154,-3.180702120271434,2020-02-28 19:42:36.903982
0032,1723.1112664306395,-4.302277875673616,2020-02-28 19:42:36.903982
5023,1793.2755277786791,-3.0709349741823337,2020-02-28 19:42:37.904731
5024,1786.9318109625444,-2.800910495808298,2020-02-28 19:42:37.904731
5025,1769.1208933302148,-2.944639574997603,2020-02-28 19:42:37.904731
5026,1731.12699681597,-4.771513565594653,2020-02-28 19:42:37.904731
0032,1768.3918870248413,-4.515311373591176,2020-02-28 19:42:37.904731
5023,1745.8093660862078,-4.62877329237585,2020-02-28 19:42:38.904835
5024,1715.9427414718637,-1.4230759397174957,2020-02-28 19:42:38.904835
5025,1783.766858313887,-5.1946424934595585,2020-02-28 19:42:38.904835
5026,1778.6750095820892,-4.656130994944455,2020-02-28 19:42:38.904835
0032,1719.9068906862044,-2.032847423555694,2020-02-28 19:42:38.904835
5023,1789.3239303925145,-5.298971034993432,2020-02-28 19:42:39.904872
5024,1756.8985075168966,-4.638101812824077,2020-02-28 19:42:39.904872
5025,1731.5543613394675,-3.215083236683392,2020-02-28 19:42:39.904872
5026,1796.5334800357912,-4.647986115344738,2020-02-28 19:42:39.904872
0032,1776.2395627352428,-1.332554487442859,2020-02-28 19:42:39.904872
5023,1777.8017024946919,-4.029790716253535,2020-02-28 19:42:40.905903
5024,1701.051414234951,-1.8069875778793736,2020-02-28 19:42:40.905903
5025,1790.213083609763,-4.22899576317821,2020-02-28 19:42:40.905903
5026,1777.6045035414386,-4.62440349185345,2020-02-28 19:42:40.905903
0032,1743.5667881611757,-3.726418683750415,2020-02-28 19:42:40.905903
5023,1743.1225558970705,-2.055945153238117,2020-02-28 19:42:41.906895
5024,1767.3694866375777,-1.1043709822671008,2020-02-28 19:42:41.906895
5025,1772.747297188153,-4.624678818947825,2020-02-28 19:42:41.906895
5026,1701.0837807533815,-3.748416343685758,2020-02-28 19:42:41.906895
0032,1755.1466175461803,-4.429827197601342,2020-02-28 19:42:41.906895
5023,1754.4668531794537,-4.290958094387342,2020-02-28 19:42:42.906922
5024,1750.5037968734123,-3.199565907284207,2020-02-28 19:42:42.906922
5025,1719.1514873008066,-4.039173670740642,2020-02-28 19:42:42.906922
5026,1785.763102950836,-4.370323907760507,2020-02-28 19:42:42.906922
0032,1725.8661367330237,-4.45218434728735,2020-02-28 19:42:42.906922
5023,1750.7085680360408,-4.351777991727559,2020-02-28 19:42:43.907599
5024,1762.6169082214783,-1.199123016293398,2020-02-28 19:42:43.907599
5025,1740.972258635985,-4.595393747237448,2020-02-28 19:42:43.907599
5026,1739.6665592050508,-2.5118577349981805,2020-02-28 19:42:43.907599
0032,1724.6471919982027,-3.4073330171184484,2020-02-28 19:42:43.907599
5023,1714.2279279388679,-2.401199580831896,2020-02-28 19:42:44.908323
5024,1700.6467244656662,-4.443755386989055,2020-02-28 19:42:44.908323
5025,1750.346985385276,-3.414506459289618,2020-02-28 19:42:44.908323
5026,1767.016550244702,-2.7362484176725617,2020-02-28 19:42:44.908323
0032,1748.2642199064937,-5.092387951814912,2020-02-28 19:42:44.908323
5023,1766.7717972338583,-1.647602987445878,2020-02-28 19:42:45.909048
5024,1702.9901994473294,-3.385972354321991,2020-02-28 19:42:45.909048
5025,1777.9217900598692,-3.520482046031706,2020-02-28 19:42:45.909048
5026,1744.0439750219193,-3.391797241734147,2020-02-28 19:42:45.909048
0032,1738.723823026166,-5.266611168491196,2020-02-28 19:42:45.909048
5023,1797.9407929005565,-4.183566702543353,2020-02-28 19:42:46.909981
5024,1746.8323478562033,-1.738012675690661,2020-02-28 19:42:46.909981
5025,1732.9316121551524,-1.3574758344578242,2020-02-28 19:42:46.909981
5026,1704.751395395117,-3.3717500836716905,2020-02-28 19:42:46.909981
0032,1770.9192934304087,-4.765672936462625,2020-02-28 19:42:46.909981
5023,1751.1385947959657,-1.5232860367427294,2020-02-28 19:42:47.910578
5024,1741.438214942187,-4.5278754053072445,2020-02-28 19:42:47.910578
